"Stn","year","month","day","Tg","Tn","Tx"
4,1948,6,22,131,104,177
4,1948,6,23,128,72,177
4,1948,6,24,118,58,162
4,1948,6,25,119,70,160
4,1948,6,26,139,58,185
4,1948,6,27,142,86,174
4,1948,6,28,117,65,159
4,1948,6,29,118,57,170
4,1948,6,30,128,57,177
4,1948,7,1,133,117,146
4,1948,7,2,122,109,144
4,1948,7,3,136,82,186
4,1948,7,4,140,79,189
4,1948,7,5,149,115,182
4,1948,7,6,156,122,202
4,1948,7,7,133,96,174
4,1948,7,8,127,97,162
4,1948,7,9,147,130,172
4,1948,7,10,160,124,201
4,1948,7,11,139,124,163
4,1948,7,12,128,115,159
4,1948,7,13,126,88,159
4,1948,7,14,128,66,168
4,1948,7,15,131,110,160
4,1948,7,16,130,112,152
4,1948,7,17,149,103,188
4,1948,7,18,146,116,187
4,1948,7,19,155,76,212
4,1948,7,20,186,129,229
4,1948,7,21,196,118,291
4,1948,7,22,151,98,197
4,1948,7,23,146,84,199
4,1948,7,24,154,57,211
4,1948,7,25,188,129,252
4,1948,7,26,209,132,268
4,1948,7,27,247,175,315
4,1948,7,28,249,188,317
4,1948,7,29,242,162,311
4,1948,7,30,243,173,311
4,1948,7,31,226,152,317
4,1948,8,1,210,151,277
4,1948,8,2,198,176,240
4,1948,8,3,171,150,202
4,1948,8,4,158,127,188
4,1948,8,5,161,132,198
4,1948,8,6,172,115,232
4,1948,8,7,191,167,229
4,1948,8,8,179,156,219
4,1948,8,9,163,138,192
4,1948,8,10,154,92,199
4,1948,8,11,157,119,200
4,1948,8,12,149,119,200
4,1948,8,13,146,126,162
4,1948,8,14,174,134,210
4,1948,8,15,158,89,218
4,1948,8,16,155,115,200
4,1948,8,17,151,99,198
4,1948,8,18,137,92,177
4,1948,8,19,129,72,172
4,1948,8,20,133,72,189
4,1948,8,21,166,95,219
4,1948,8,22,161,106,198
4,1948,8,23,148,83,187
4,1948,8,24,147,86,187
4,1948,8,25,173,108,206
4,1948,8,26,146,116,172
4,1948,8,27,133,86,174
4,1948,8,28,126,75,173
4,1948,8,29,136,85,186
4,1948,8,30,149,58,227
4,1948,8,31,175,102,246
4,1948,9,1,150,116,197
4,1948,9,2,156,98,199
4,1948,9,3,149,113,180
4,1948,9,4,154,88,207
4,1948,9,5,168,138,197
4,1948,9,6,140,87,167
4,1948,9,7,138,66,187
4,1948,9,8,160,132,204
4,1948,9,9,173,108,237
4,1948,9,10,190,116,253
4,1948,9,11,181,148,237
4,1948,9,12,150,107,188
4,1948,9,13,128,79,174
4,1948,9,14,125,80,166
4,1948,9,15,126,46,185
4,1948,9,16,135,117,166
4,1948,9,17,140,124,162
4,1948,9,18,134,84,178
4,1948,9,19,142,57,198
4,1948,9,20,116,68,152
4,1948,9,21,93,53,138
4,1948,9,22,78,38,124
4,1948,9,23,90,28,142
4,1948,9,24,126,89,166
4,1948,9,25,147,117,192
4,1948,9,26,146,97,208
4,1948,9,27,175,137,237
4,1948,9,28,172,132,230
4,1948,9,29,146,118,177
4,1948,9,30,127,78,169
4,1948,10,1,118,58,160
4,1948,10,2,150,132,168
4,1948,10,3,130,93,152
4,1948,10,4,100,68,150
4,1948,10,5,81,22,119
4,1948,10,6,93,65,128
4,1948,10,7,96,62,136
4,1948,10,8,83,22,152
4,1948,10,9,96,35,155
4,1948,10,10,100,56,162
4,1948,10,11,95,39,152
4,1948,10,12,126,90,161
4,1948,10,13,117,72,166
4,1948,10,14,125,83,176
4,1948,10,15,107,49,151
4,1948,10,16,112,85,145
4,1948,10,17,118,85,147
4,1948,10,18,105,73,132
4,1948,10,19,79,36,117
4,1948,10,20,93,36,118
4,1948,10,21,120,91,138
4,1948,10,22,128,99,152
4,1948,10,23,101,72,128
4,1948,10,24,110,92,136
4,1948,10,25,110,74,124
4,1948,10,26,49,6,89
4,1948,10,27,35,-28,104
4,1948,10,28,45,2,83
4,1948,10,29,49,23,77
4,1948,10,30,37,23,45
4,1948,10,31,32,26,37
4,1948,11,1,32,23,40
4,1948,11,2,57,36,88
4,1948,11,3,110,88,129
4,1948,11,4,94,55,113
4,1948,11,5,84,55,107
4,1948,11,6,53,-10,98
4,1948,11,7,21,-30,46
4,1948,11,8,18,-40,56
4,1948,11,9,0,-52,44
4,1948,11,10,64,8,94
4,1948,11,11,52,22,68
4,1948,11,12,50,27,74
4,1948,11,13,68,19,108
4,1948,11,14,99,77,117
4,1948,11,15,80,37,100
4,1948,11,16,78,46,129
4,1948,11,17,74,44,88
4,1948,11,18,83,61,104
4,1948,11,19,113,88,126
4,1948,11,20,95,70,116
4,1948,11,21,69,26,97
4,1948,11,22,38,0,85
4,1948,11,23,59,0,88
4,1948,11,24,34,-23,66
4,1948,11,25,-17,-52,38
4,1948,11,26,-5,-58,66
4,1948,11,27,5,-40,78
4,1948,11,28,-6,-52,76
4,1948,11,29,4,-60,34
4,1948,11,30,-5,-24,27
4,1948,12,1,4,-25,47
4,1948,12,2,18,-27,64
4,1948,12,3,63,26,92
4,1948,12,4,78,53,94
4,1948,12,5,42,-10,86
4,1948,12,6,59,16,92
4,1948,12,7,96,75,119
4,1948,12,8,86,66,99
4,1948,12,9,68,43,95
4,1948,12,10,48,25,82
4,1948,12,11,47,8,79
4,1948,12,12,76,32,107
4,1948,12,13,72,45,102
4,1948,12,14,105,88,117
4,1948,12,15,78,32,122
4,1948,12,16,46,28,81
4,1948,12,17,48,22,70
4,1948,12,18,31,-6,50
4,1948,12,19,-9,-17,-2
4,1948,12,20,-9,-21,2
4,1948,12,21,2,-14,43
4,1948,12,22,-24,-40,-8
4,1948,12,23,14,-26,38
4,1948,12,24,4,-12,33
4,1948,12,25,-21,-45,-7
4,1948,12,26,-32,-48,-7
4,1948,12,27,-33,-62,-7
4,1948,12,28,-39,-92,16
4,1948,12,29,34,11,56
4,1948,12,30,30,11,42
4,1948,12,31,27,14,48
4,1949,1,1,53,22,74
4,1949,1,2,40,-2,61
4,1949,1,3,13,-3,40
4,1949,1,4,4,-19,14
4,1949,1,5,29,12,50
4,1949,1,6,59,48,68
4,1949,1,7,56,45,66
4,1949,1,8,47,14,69
4,1949,1,9,13,-14,48
4,1949,1,10,-6,-43,12
4,1949,1,11,39,12,54
4,1949,1,12,25,-2,54
4,1949,1,13,28,-6,52
4,1949,1,14,58,34,85
4,1949,1,15,32,-2,60
4,1949,1,16,53,-7,78
4,1949,1,17,67,53,87
4,1949,1,18,64,41,81
4,1949,1,19,79,64,90
4,1949,1,20,53,22,83
4,1949,1,21,47,7,64
4,1949,1,22,28,-17,74
4,1949,1,23,19,-24,64
4,1949,1,24,9,-22,38
4,1949,1,25,-14,-46,8
4,1949,1,26,-7,-43,39
4,1949,1,27,13,-16,43
4,1949,1,28,12,-13,58
4,1949,1,29,18,-33,87
4,1949,1,30,38,1,73
4,1949,1,31,39,18,66
4,1949,2,1,5,-35,43
4,1949,2,2,-18,-63,40
4,1949,2,3,-27,-68,27
4,1949,2,4,-2,-53,53
4,1949,2,5,32,6,56
4,1949,2,6,18,-11,39
4,1949,2,7,10,-34,51
4,1949,2,8,40,18,75
4,1949,2,9,37,7,89
4,1949,2,10,44,28,70
4,1949,2,11,23,-7,60
4,1949,2,12,27,8,46
4,1949,2,13,18,-48,58
4,1949,2,14,58,33,80
4,1949,2,15,80,74,87
4,1949,2,16,61,30,87
4,1949,2,17,54,16,116
4,1949,2,18,36,-31,120
4,1949,2,19,39,-18,92
4,1949,2,20,28,-28,90
4,1949,2,21,91,36,152
4,1949,2,22,70,39,100
4,1949,2,23,79,38,102
4,1949,2,24,45,8,95
4,1949,2,25,44,5,90
4,1949,2,26,62,17,87
4,1949,2,27,48,21,75
4,1949,2,28,36,8,60
4,1949,3,1,31,-2,64
4,1949,3,2,2,-39,28
4,1949,3,3,-8,-48,34
4,1949,3,4,-26,-71,15
4,1949,3,5,-28,-49,2
4,1949,3,6,-23,-52,3
4,1949,3,7,-31,-60,-7
4,1949,3,8,-45,-73,-18
4,1949,3,9,-8,-54,34
4,1949,3,10,-1,-27,30
4,1949,3,11,24,-4,67
4,1949,3,12,26,-16,70
4,1949,3,13,66,46,82
4,1949,3,14,49,28,75
4,1949,3,15,33,6,67
4,1949,3,16,39,12,82
4,1949,3,17,34,-3,67
4,1949,3,18,30,-16,56
4,1949,3,19,9,-33,52
4,1949,3,20,15,-42,68
4,1949,3,21,27,-1,43
4,1949,3,22,51,19,85
4,1949,3,23,72,27,127
4,1949,3,24,81,17,147
4,1949,3,25,88,7,172
4,1949,3,26,67,11,140
4,1949,3,27,46,28,76
4,1949,3,28,69,25,148
4,1949,3,29,95,33,177
4,1949,3,30,70,16,146
4,1949,3,31,57,-28,121
4,1949,4,1,57,22,112
4,1949,4,2,80,24,160
4,1949,4,3,112,52,141
4,1949,4,4,129,98,160
4,1949,4,5,109,77,142
4,1949,4,6,117,107,129
4,1949,4,7,77,42,120
4,1949,4,8,44,2,74
4,1949,4,9,44,16,72
4,1949,4,10,68,14,115
4,1949,4,11,100,57,149
4,1949,4,12,106,83,119
4,1949,4,13,107,80,124
4,1949,4,14,109,38,172
4,1949,4,15,114,32,191
4,1949,4,16,155,82,229
4,1949,4,17,137,69,232
4,1949,4,18,141,59,244
4,1949,4,19,108,38,146
4,1949,4,20,81,14,116
4,1949,4,21,100,-5,174
4,1949,4,22,78,38,114
4,1949,4,23,93,18,161
4,1949,4,24,127,19,208
4,1949,4,25,102,56,152
4,1949,4,26,76,25,104
4,1949,4,27,82,5,143
4,1949,4,28,89,28,113
4,1949,4,29,71,9,94
4,1949,4,30,55,-3,89
4,1949,5,1,68,-3,109
4,1949,5,2,90,-7,150
4,1949,5,3,121,67,177
4,1949,5,4,162,66,244
4,1949,5,5,114,82,144
4,1949,5,6,79,8,122
4,1949,5,7,64,8,115
4,1949,5,8,78,26,119
4,1949,5,9,58,35,90
4,1949,5,10,70,9,104
4,1949,5,11,78,56,104
4,1949,5,12,106,57,150
4,1949,5,13,108,57,164
4,1949,5,14,117,69,165
4,1949,5,15,115,54,181
4,1949,5,16,105,83,136
4,1949,5,17,133,95,188
4,1949,5,18,126,70,168
4,1949,5,19,128,35,187
4,1949,5,20,117,46,166
4,1949,5,21,108,51,163
4,1949,5,22,109,36,162
4,1949,5,23,127,54,187
4,1949,5,24,122,102,161
4,1949,5,25,111,57,148
4,1949,5,26,98,62,146
4,1949,5,27,122,86,159
4,1949,5,28,133,90,179
4,1949,5,29,132,67,195
4,1949,5,30,126,50,176
4,1949,5,31,124,92,158
4,1949,6,1,143,76,198
4,1949,6,2,130,82,196
4,1949,6,3,140,50,201
4,1949,6,4,124,99,157
4,1949,6,5,125,89,160
4,1949,6,6,148,58,211
4,1949,6,7,198,105,284
4,1949,6,8,155,117,190
4,1949,6,9,154,120,186
4,1949,6,10,148,96,196
4,1949,6,11,122,92,151
4,1949,6,12,131,65,179
4,1949,6,13,110,46,157
4,1949,6,14,116,62,164
4,1949,6,15,100,56,151
4,1949,6,16,104,83,139
4,1949,6,17,104,87,132
4,1949,6,18,111,84,146
4,1949,6,19,144,66,200
4,1949,6,20,126,59,182
4,1949,6,21,137,90,180
4,1949,6,22,119,60,158
4,1949,6,23,137,84,185
4,1949,6,24,123,40,192
4,1949,6,25,115,75,148
4,1949,6,26,123,96,165
4,1949,6,27,149,82,218
4,1949,6,28,146,88,205
4,1949,6,29,140,115,198
4,1949,6,30,128,108,155
4,1949,7,1,135,76,186
4,1949,7,2,123,53,178
4,1949,7,3,146,39,218
4,1949,7,4,167,54,253
4,1949,7,5,142,117,195
4,1949,7,6,117,107,127
4,1949,7,7,145,115,184
4,1949,7,8,131,75,170
4,1949,7,9,126,75,158
4,1949,7,10,136,106,175
4,1949,7,11,158,113,222
4,1949,7,12,175,102,257
4,1949,7,13,192,132,260
4,1949,7,14,175,150,223
4,1949,7,15,168,134,212
4,1949,7,16,178,127,236
4,1949,7,17,171,134,218
4,1949,7,18,164,121,229
4,1949,7,19,128,97,155
4,1949,7,20,128,74,177
4,1949,7,21,146,61,198
4,1949,7,22,178,144,220
4,1949,7,23,167,128,209
4,1949,7,24,169,81,245
4,1949,7,25,182,89,249
4,1949,7,26,202,147,285
4,1949,7,27,196,148,256
4,1949,7,28,180,118,220
4,1949,7,29,159,115,207
4,1949,7,30,150,108,200
4,1949,7,31,165,108,205
4,1949,8,1,162,149,195
4,1949,8,2,171,140,192
4,1949,8,3,144,114,175
4,1949,8,4,130,88,170
4,1949,8,5,159,70,225
4,1949,8,6,191,113,279
4,1949,8,7,189,114,241
4,1949,8,8,176,120,209
4,1949,8,9,149,99,218
4,1949,8,10,139,95,200
4,1949,8,11,124,82,164
4,1949,8,12,137,84,172
4,1949,8,13,138,58,199
4,1949,8,14,157,91,227
4,1949,8,15,162,99,222
4,1949,8,16,150,80,212
4,1949,8,17,119,59,177
4,1949,8,18,120,60,172
4,1949,8,19,123,92,147
4,1949,8,20,151,114,198
4,1949,8,21,169,84,240
4,1949,8,22,185,96,274
4,1949,8,23,173,121,238
4,1949,8,24,181,130,238
4,1949,8,25,207,158,269
4,1949,8,26,207,150,268
4,1949,8,27,185,117,247
4,1949,8,28,166,117,212
4,1949,8,29,163,124,196
4,1949,8,30,166,124,220
4,1949,8,31,192,138,248
4,1949,9,1,202,133,278
4,1949,9,2,165,118,198
4,1949,9,3,178,107,238
4,1949,9,4,211,131,276
4,1949,9,5,236,160,318
4,1949,9,6,188,148,252
4,1949,9,7,167,128,217
4,1949,9,8,147,88,217
4,1949,9,9,163,103,228
4,1949,9,10,173,99,238
4,1949,9,11,177,103,240
4,1949,9,12,175,138,225
4,1949,9,13,163,130,202
4,1949,9,14,164,130,221
4,1949,9,15,168,134,217
4,1949,9,16,152,116,187
4,1949,9,17,135,108,176
4,1949,9,18,139,93,186
4,1949,9,19,133,75,196
4,1949,9,20,126,86,170
4,1949,9,21,131,67,188
4,1949,9,22,155,78,208
4,1949,9,23,181,140,243
4,1949,9,24,199,138,265
4,1949,9,25,186,130,244
4,1949,9,26,158,114,189
4,1949,9,27,154,119,190
4,1949,9,28,141,93,199
4,1949,9,29,139,78,225
4,1949,9,30,133,71,190
4,1949,10,1,96,27,163
4,1949,10,2,118,70,184
4,1949,10,3,145,111,196
4,1949,10,4,133,86,174
4,1949,10,5,118,70,178
4,1949,10,6,140,100,178
4,1949,10,7,120,66,169
4,1949,10,8,102,86,118
4,1949,10,9,125,85,184
4,1949,10,10,114,79,164
4,1949,10,11,130,58,199
4,1949,10,12,144,94,194
4,1949,10,13,124,73,179
4,1949,10,14,126,59,195
4,1949,10,15,159,114,215
4,1949,10,16,168,135,220
4,1949,10,17,133,94,185
4,1949,10,18,118,76,148
4,1949,10,19,137,111,167
4,1949,10,20,121,96,147
4,1949,10,21,123,72,164
4,1949,10,22,93,58,128
4,1949,10,23,114,78,145
4,1949,10,24,98,43,131
4,1949,10,25,98,38,165
4,1949,10,26,133,73,178
4,1949,10,27,58,30,106
4,1949,10,28,60,13,111
4,1949,10,29,26,-11,70
4,1949,10,30,32,-6,80
4,1949,10,31,24,-18,83
4,1949,11,1,17,-42,82
4,1949,11,2,41,-2,102
4,1949,11,3,13,-21,61
4,1949,11,4,32,-2,87
4,1949,11,5,21,-10,69
4,1949,11,6,23,-10,87
4,1949,11,7,25,-7,70
4,1949,11,8,32,-7,74
4,1949,11,9,31,-28,81
4,1949,11,10,78,58,114
4,1949,11,11,84,68,109
4,1949,11,12,84,68,115
4,1949,11,13,66,54,82
4,1949,11,14,69,42,82
4,1949,11,15,43,19,66
4,1949,11,16,45,28,63
4,1949,11,17,32,6,58
4,1949,11,18,16,-5,53
4,1949,11,19,45,10,76
4,1949,11,20,68,32,95
4,1949,11,21,78,59,93
4,1949,11,22,92,80,110
4,1949,11,23,68,30,97
4,1949,11,24,66,30,78
4,1949,11,25,72,64,78
4,1949,11,26,64,48,88
4,1949,11,27,64,48,74
4,1949,11,28,42,-12,60
4,1949,11,29,33,-19,69
4,1949,11,30,72,65,89
4,1949,12,1,50,15,68
4,1949,12,2,28,7,65
4,1949,12,3,61,20,99
4,1949,12,4,73,46,106
4,1949,12,5,52,27,69
4,1949,12,6,50,26,77
4,1949,12,7,98,38,112
4,1949,12,8,68,31,106
4,1949,12,9,31,3,50
4,1949,12,10,17,-16,43
4,1949,12,11,47,38,59
4,1949,12,12,25,-12,58
4,1949,12,13,30,9,48
4,1949,12,14,18,4,30
4,1949,12,15,23,-9,56
4,1949,12,16,28,-10,59
4,1949,12,17,57,30,80
4,1949,12,18,48,25,70
4,1949,12,19,67,27,97
4,1949,12,20,42,21,70
4,1949,12,21,36,-2,62
4,1949,12,22,15,-10,43
4,1949,12,23,45,29,61
4,1949,12,24,34,22,44
4,1949,12,25,11,0,25
4,1949,12,26,60,25,83
4,1949,12,27,91,78,110
4,1949,12,28,67,38,88
4,1949,12,29,55,30,67
4,1949,12,30,26,3,48
4,1949,12,31,5,-25,40
4,1950,1,1,-15,-56,22
4,1950,1,2,41,22,59
4,1950,1,3,56,42,75
4,1950,1,4,29,-10,58
4,1950,1,5,41,-4,74
4,1950,1,6,56,31,78
4,1950,1,7,75,61,87
4,1950,1,8,58,29,87
4,1950,1,9,33,8,73
4,1950,1,10,31,-1,73
4,1950,1,11,76,63,84
4,1950,1,12,59,11,91
4,1950,1,13,33,-2,62
4,1950,1,14,59,14,80
4,1950,1,15,73,41,84
4,1950,1,16,42,10,70
4,1950,1,17,38,24,52
4,1950,1,18,6,-12,34
4,1950,1,19,-29,-62,-10
4,1950,1,20,-46,-66,-7
4,1950,1,21,-6,-52,20
4,1950,1,22,-1,-5,6
4,1950,1,23,-21,-49,7
4,1950,1,24,-53,-71,-30
4,1950,1,25,-58,-90,-31
4,1950,1,26,-48,-77,-6
4,1950,1,27,-36,-86,-2
4,1950,1,28,-39,-73,1
4,1950,1,29,-64,-90,-20
4,1950,1,30,-70,-126,-20
4,1950,1,31,-45,-72,-25
4,1950,2,1,12,-33,30
4,1950,2,2,32,24,38
4,1950,2,3,60,24,92
4,1950,2,4,55,41,68
4,1950,2,5,54,33,76
4,1950,2,6,55,20,86
4,1950,2,7,45,20,70
4,1950,2,8,40,0,68
4,1950,2,9,25,8,58
4,1950,2,10,53,10,91
4,1950,2,11,55,39,80
4,1950,2,12,47,29,64
4,1950,2,13,58,26,82
4,1950,2,14,30,1,70
4,1950,2,15,59,0,97
4,1950,2,16,97,85,120
4,1950,2,17,95,48,138
4,1950,2,18,89,47,128
4,1950,2,19,75,56,110
4,1950,2,20,76,64,98
4,1950,2,21,52,34,68
4,1950,2,22,26,-4,67
4,1950,2,23,24,-12,61
4,1950,2,24,38,20,66
4,1950,2,25,47,1,90
4,1950,2,26,2,-20,30
4,1950,2,27,8,-32,50
4,1950,2,28,14,-12,47
4,1950,3,1,4,-30,44
4,1950,3,2,5,-48,62
4,1950,3,3,34,2,65
4,1950,3,4,63,27,97
4,1950,3,5,72,36,116
4,1950,3,6,68,12,112
4,1950,3,7,59,4,125
4,1950,3,8,61,-6,127
4,1950,3,9,60,46,77
4,1950,3,10,39,5,61
4,1950,3,11,51,14,72
4,1950,3,12,39,4,76
4,1950,3,13,17,-16,60
4,1950,3,14,17,-27,57
4,1950,3,15,52,2,107
4,1950,3,16,82,17,150
4,1950,3,17,96,82,111
4,1950,3,18,102,59,156
4,1950,3,19,97,59,136
4,1950,3,20,92,42,146
4,1950,3,21,94,72,128
4,1950,3,22,70,32,98
4,1950,3,23,105,72,143
4,1950,3,24,90,49,118
4,1950,3,25,63,48,80
4,1950,3,26,82,42,130
4,1950,3,27,61,11,116
4,1950,3,28,49,20,88
4,1950,3,29,52,26,88
4,1950,3,30,53,6,92
4,1950,3,31,62,-2,88
4,1950,4,1,89,70,120
4,1950,4,2,72,34,99
4,1950,4,3,54,1,96
4,1950,4,4,59,27,100
4,1950,4,5,60,22,98
4,1950,4,6,61,3,126
4,1950,4,7,80,-4,153
4,1950,4,8,110,64,165
4,1950,4,9,84,56,107
4,1950,4,10,57,33,88
4,1950,4,11,53,32,86
4,1950,4,12,51,15,90
4,1950,4,13,47,-4,100
4,1950,4,14,59,-6,109
4,1950,4,15,66,26,107
4,1950,4,16,60,9,90
4,1950,4,17,61,20,114
4,1950,4,18,94,10,150
4,1950,4,19,103,60,166
4,1950,4,20,99,53,159
4,1950,4,21,97,39,152
4,1950,4,22,94,68,136
4,1950,4,23,83,37,128
4,1950,4,24,60,34,90
4,1950,4,25,24,-9,74
4,1950,4,26,24,-20,67
4,1950,4,27,48,3,88
4,1950,4,28,56,3,100
4,1950,4,29,66,12,110
4,1950,4,30,104,59,156
4,1950,5,1,156,72,224
4,1950,5,2,119,65,154
4,1950,5,3,90,45,141
4,1950,5,4,90,57,131
4,1950,5,5,112,74,143
4,1950,5,6,112,55,167
4,1950,5,7,107,72,136
4,1950,5,8,127,102,150
4,1950,5,9,133,87,196
4,1950,5,10,131,65,200
4,1950,5,11,143,71,210
4,1950,5,12,139,86,210
4,1950,5,13,128,78,207
4,1950,5,14,96,64,142
4,1950,5,15,92,64,129
4,1950,5,16,94,64,130
4,1950,5,17,81,38,128
4,1950,5,18,71,38,84
4,1950,5,19,106,54,152
4,1950,5,20,148,78,226
4,1950,5,21,184,113,250
4,1950,5,22,163,125,194
4,1950,5,23,133,97,199
4,1950,5,24,108,94,141
4,1950,5,25,126,91,160
4,1950,5,26,117,96,132
4,1950,5,27,110,89,144
4,1950,5,28,100,68,137
4,1950,5,29,128,89,170
4,1950,5,30,124,88,149
4,1950,5,31,104,37,150
4,1950,6,1,122,53,176
4,1950,6,2,162,79,225
4,1950,6,3,189,92,264
4,1950,6,4,222,136,291
4,1950,6,5,213,146,272
4,1950,6,6,208,133,277
4,1950,6,7,236,148,310
4,1950,6,8,188,129,254
4,1950,6,9,131,73,166
4,1950,6,10,124,64,178
4,1950,6,11,128,83,178
4,1950,6,12,145,58,210
4,1950,6,13,181,100,256
4,1950,6,14,161,140,200
4,1950,6,15,137,60,178
4,1950,6,16,130,60,194
4,1950,6,17,143,55,209
4,1950,6,18,149,104,189
4,1950,6,19,162,94,214
4,1950,6,20,176,104,257
4,1950,6,21,166,130,214
4,1950,6,22,132,106,159
4,1950,6,23,121,95,148
4,1950,6,24,144,102,180
4,1950,6,25,154,131,196
4,1950,6,26,169,135,209
4,1950,6,27,177,158,202
4,1950,6,28,183,168,211
4,1950,6,29,198,148,253
4,1950,6,30,166,109,203
4,1950,7,1,150,97,192
4,1950,7,2,147,66,200
4,1950,7,3,145,87,193
4,1950,7,4,145,120,170
4,1950,7,5,171,139,204
4,1950,7,6,160,143,185
4,1950,7,7,154,117,186
4,1950,7,8,174,99,225
4,1950,7,9,210,132,268
4,1950,7,10,172,139,197
4,1950,7,11,146,121,183
4,1950,7,12,144,113,170
4,1950,7,13,155,77,217
4,1950,7,14,159,124,213
4,1950,7,15,173,98,220
4,1950,7,16,178,138,251
4,1950,7,17,158,119,207
4,1950,7,18,169,111,211
4,1950,7,19,189,166,217
4,1950,7,20,203,154,248
4,1950,7,21,202,156,266
4,1950,7,22,194,136,244
4,1950,7,23,162,135,196
4,1950,7,24,158,126,190
4,1950,7,25,155,108,201
4,1950,7,26,164,117,210
4,1950,7,27,148,98,202
4,1950,7,28,152,77,210
4,1950,7,29,139,97,186
4,1950,7,30,147,74,200
4,1950,7,31,157,110,208
4,1950,8,1,166,108,207
4,1950,8,2,143,91,188
4,1950,8,3,130,88,180
4,1950,8,4,149,67,210
4,1950,8,5,177,118,233
4,1950,8,6,194,117,253
4,1950,8,7,192,134,243
4,1950,8,8,178,121,240
4,1950,8,9,198,117,272
4,1950,8,10,183,144,231
4,1950,8,11,166,116,220
4,1950,8,12,172,102,220
4,1950,8,13,165,126,195
4,1950,8,14,154,110,200
4,1950,8,15,164,99,220
4,1950,8,16,151,84,210
4,1950,8,17,140,67,198
4,1950,8,18,133,96,178
4,1950,8,19,149,96,201
4,1950,8,20,164,90,223
4,1950,8,21,210,123,275
4,1950,8,22,203,149,247
4,1950,8,23,203,138,266
4,1950,8,24,182,132,221
4,1950,8,25,167,117,219
4,1950,8,26,182,119,260
4,1950,8,27,161,118,208
4,1950,8,28,174,109,229
4,1950,8,29,160,119,188
4,1950,8,30,156,120,200
4,1950,8,31,159,115,210
4,1950,9,1,143,82,192
4,1950,9,2,125,62,159
4,1950,9,3,138,112,167
4,1950,9,4,139,100,180
4,1950,9,5,152,84,188
4,1950,9,6,136,70,188
4,1950,9,7,145,96,171
4,1950,9,8,124,84,162
4,1950,9,9,136,105,168
4,1950,9,10,160,135,200
4,1950,9,11,156,128,183
4,1950,9,12,150,136,166
4,1950,9,13,149,99,192
4,1950,9,14,139,99,190
4,1950,9,15,123,105,150
4,1950,9,16,134,102,179
4,1950,9,17,125,96,168
4,1950,9,18,112,97,146
4,1950,9,19,110,60,154
4,1950,9,20,106,60,140
4,1950,9,21,106,76,148
4,1950,9,22,103,68,147
4,1950,9,23,102,85,139
4,1950,9,24,114,80,138
4,1950,9,25,124,95,156
4,1950,9,26,111,86,155
4,1950,9,27,111,86,138
4,1950,9,28,123,96,150
4,1950,9,29,112,72,152
4,1950,9,30,134,67,176
4,1950,10,1,130,104,159
4,1950,10,2,110,90,151
4,1950,10,3,104,76,137
4,1950,10,4,125,96,161
4,1950,10,5,116,68,172
4,1950,10,6,145,90,206
4,1950,10,7,137,118,159
4,1950,10,8,122,100,141
4,1950,10,9,81,37,125
4,1950,10,10,89,41,130
4,1950,10,11,92,54,127
4,1950,10,12,92,38,145
4,1950,10,13,105,42,170
4,1950,10,14,100,58,156
4,1950,10,15,95,36,148
4,1950,10,16,103,56,150
4,1950,10,17,108,71,124
4,1950,10,18,115,92,140
4,1950,10,19,134,110,168
4,1950,10,20,112,92,139
4,1950,10,21,85,22,122
4,1950,10,22,53,-2,102
4,1950,10,23,48,12,90
4,1950,10,24,54,0,106
4,1950,10,25,57,26,100
4,1950,10,26,34,4,72
4,1950,10,27,24,-12,52
4,1950,10,28,36,13,55
4,1950,10,29,40,21,51
4,1950,10,30,31,-10,78
4,1950,10,31,34,-24,78
4,1950,11,1,52,35,89
4,1950,11,2,36,5,56
4,1950,11,3,54,29,70
4,1950,11,4,58,47,68
4,1950,11,5,52,28,68
4,1950,11,6,50,40,61
4,1950,11,7,28,-18,70
4,1950,11,8,49,-2,87
4,1950,11,9,80,69,90
4,1950,11,10,92,67,138
4,1950,11,11,74,22,141
4,1950,11,12,57,10,101
4,1950,11,13,66,50,97
4,1950,11,14,47,26,70
4,1950,11,15,39,-4,86
4,1950,11,16,17,-5,39
4,1950,11,17,14,-34,57
4,1950,11,18,30,-4,62
4,1950,11,19,50,21,67
4,1950,11,20,66,35,90
4,1950,11,21,65,32,87
4,1950,11,22,63,34,92
4,1950,11,23,40,-2,60
4,1950,11,24,50,28,80
4,1950,11,25,37,26,47
4,1950,11,26,16,-17,34
4,1950,11,27,12,0,21
4,1950,11,28,84,14,128
4,1950,11,29,77,56,97
4,1950,11,30,61,17,88
4,1950,12,1,74,50,88
4,1950,12,2,44,18,66
4,1950,12,3,19,5,44
4,1950,12,4,2,-21,30
4,1950,12,5,4,-17,31
4,1950,12,6,14,-21,40
4,1950,12,7,9,1,28
4,1950,12,8,-9,-41,12
4,1950,12,9,-53,-72,-37
4,1950,12,10,-6,-48,20
4,1950,12,11,20,-5,54
4,1950,12,12,14,0,34
4,1950,12,13,-7,-38,10
4,1950,12,14,-20,-44,3
4,1950,12,15,-1,-13,9
4,1950,12,16,-6,-39,10
4,1950,12,17,-29,-48,-12
4,1950,12,18,-33,-63,-10
4,1950,12,19,-45,-80,-10
4,1950,12,20,-48,-146,5
4,1950,12,21,3,-2,6
4,1950,12,22,-12,-20,0
4,1950,12,23,-13,-36,2
